,Latitude,LatitudeDir,Longitude,LongitudeDir,ClassLabel
0,13.026866666666669,1,80.25486666666667,3,6
1,13.025216666666669,1,80.25308333333334,3,6
2,13.0226,1,80.25158333333333,3,6
3,13.02055,1,80.2516,3,6
4,13.018366666666669,1,80.25345,3,6
5,13.0167,1,80.25705,3,6
6,13.016366666666666,1,80.26006666666666,3,0
7,13.016583333333331,1,80.263,3,0
8,13.017333333333331,1,80.26566666666666,3,0
9,13.019416666666666,1,80.26688333333334,3,0
10,13.021933333333331,1,80.26703333333333,3,2
11,13.02365,1,80.26583333333333,3,2
12,13.024516666666669,1,80.26508333333334,3,7
13,13.026233333333334,1,80.26371666666667,3,7
14,13.027366666666667,1,80.26076666666667,3,7
15,13.0275,1,80.25853333333333,3,7
16,13.026866666666669,1,80.25506666666666,3,7
17,13.02655,1,80.2551,3,6
18,13.026283333333334,1,80.25486666666667,3,6
19,13.026283333333334,1,80.25486666666667,3,6
20,13.0257,1,80.2545,3,6
21,13.025733333333331,1,80.25598333333333,3,6
22,13.025733333333331,1,80.25598333333333,3,6
23,13.025066666666667,1,80.25641666666667,3,6
24,13.025233333333333,1,80.25565,3,6
25,13.0253,1,80.25536666666666,3,6
26,13.025366666666669,1,80.2547,3,6
27,13.0257,1,80.2541,3,6
28,13.025116666666667,1,80.25371666666666,3,6
29,13.024433333333333,1,80.25298333333333,3,6
30,13.023633333333333,1,80.25285,3,6
31,13.022933333333333,1,80.25225,3,6
32,13.022933333333333,1,80.25225,3,6
33,13.022166666666667,1,80.25221666666667,3,6
34,13.021283333333333,1,80.2523,3,6
35,13.020433333333331,1,80.25301666666667,3,6
36,13.020216666666666,1,80.25291666666666,3,6
37,13.019983333333334,1,80.25286666666666,3,6
38,13.019133333333333,1,80.25331666666666,3,6
39,13.018666666666666,1,80.25375,3,6
40,13.01835,1,80.25435,3,6
41,13.018,1,80.25521666666667,3,6
42,13.01745,1,80.25576666666667,3,6
43,13.020366666666666,1,80.25746666666667,3,6
44,13.019816666666667,1,80.25646666666667,3,6
45,13.019866666666667,1,80.257,3,6
46,13.018666666666666,1,80.25593333333333,3,6
47,13.018333333333333,1,80.25596666666667,3,6
48,13.018116666666666,1,80.25573333333334,3,6
49,13.018683333333334,1,80.25545,3,6
50,13.018683333333334,1,80.25545,3,6
51,13.018683333333334,1,80.25545,3,6
52,13.018916666666666,1,80.25495,3,6
53,13.019516666666666,1,80.25483333333334,3,6
54,13.020166666666666,1,80.25475,3,6
55,13.02035,1,80.2547,3,6
56,13.020516666666667,1,80.25465,3,6
57,13.020683333333332,1,80.2546,3,6
58,13.020866666666668,1,80.25455,3,6
59,13.021033333333332,1,80.2545,3,6
60,13.0212,1,80.25445,3,6
61,13.021383333333333,1,80.2544,3,6
62,13.02155,1,80.25435,3,6
63,13.021733333333334,1,80.2543,3,6
64,13.0219,1,80.25425,3,6
65,13.022066666666667,1,80.2542,3,6
66,13.02225,1,80.25415,3,6
67,13.0224,1,80.25425,3,6
68,13.022566666666666,1,80.25433333333334,3,6
69,13.022716666666666,1,80.25441666666667,3,6
70,13.022883333333333,1,80.25451666666666,3,6
71,13.023033333333334,1,80.2546,3,6
72,13.023183333333334,1,80.2547,3,6
73,13.02335,1,80.25478333333334,3,6
74,13.0235,1,80.25486666666667,3,6
75,13.023666666666667,1,80.25496666666666,3,6
76,13.023816666666669,1,80.25505,3,6
77,13.023966666666666,1,80.25515,3,6
78,13.024133333333332,1,80.25523333333334,3,6
79,13.024283333333331,1,80.25531666666667,3,6
80,13.02445,1,80.25541666666666,3,6
81,13.024566666666669,1,80.25526666666667,3,6
82,13.024683333333334,1,80.25513333333333,3,6
83,13.024783333333334,1,80.25498333333333,3,6
84,13.0249,1,80.25485,3,6
85,13.024733333333334,1,80.25483333333334,3,6
86,13.02455,1,80.2548,3,6
87,13.024366666666667,1,80.25478333333334,3,6
88,13.024216666666666,1,80.25468333333333,3,6
89,13.02405,1,80.2546,3,6
90,13.0239,1,80.2545,3,6
91,13.02375,1,80.25441666666667,3,6
92,13.023583333333333,1,80.25435,3,6
93,13.023416666666666,1,80.25426666666667,3,6
94,13.02325,1,80.2542,3,6
95,13.023083333333334,1,80.25413333333333,3,6
96,13.022916666666667,1,80.25406666666666,3,6
97,13.02275,1,80.254,3,6
98,13.022583333333332,1,80.25393333333334,3,6
99,13.022416666666668,1,80.25386666666667,3,6
100,13.02225,1,80.2538,3,6
101,13.022066666666667,1,80.25383333333333,3,6
102,13.0219,1,80.25388333333333,3,6
103,13.021716666666666,1,80.25391666666667,3,6
104,13.02155,1,80.25396666666667,3,6
105,13.021366666666667,1,80.25401666666667,3,6
106,13.0212,1,80.25405,3,6
107,13.021016666666666,1,80.2541,3,6
108,13.02085,1,80.25413333333333,3,6
109,13.020666666666669,1,80.25416666666666,3,6
110,13.020483333333331,1,80.2542,3,6
111,13.020316666666666,1,80.25423333333333,3,6
112,13.020133333333334,1,80.25426666666667,3,6
113,13.019966666666669,1,80.2543,3,6
114,13.0198,1,80.25438333333334,3,6
115,13.019633333333331,1,80.25446666666667,3,6
116,13.019483333333334,1,80.25455,3,6
117,13.019316666666668,1,80.25463333333333,3,6
118,13.01915,1,80.25471666666667,3,6
119,13.019,1,80.2548,3,6
120,13.018833333333331,1,80.25488333333334,3,6
121,13.018666666666666,1,80.25496666666666,3,6
122,13.018516666666669,1,80.25505,3,6
123,13.018633333333334,1,80.2549,3,6
124,13.01875,1,80.25476666666667,3,6
125,13.018866666666666,1,80.25461666666666,3,6
126,13.018983333333331,1,80.25448333333334,3,6
127,13.0191,1,80.25435,3,6
128,13.019216666666669,1,80.2542,3,6
129,13.019333333333334,1,80.25406666666666,3,6
130,13.019483333333334,1,80.25396666666667,3,6
131,13.01965,1,80.25388333333333,3,6
132,13.0198,1,80.2538,3,6
133,13.019966666666669,1,80.2537,3,6
134,13.020116666666668,1,80.25361666666667,3,6
135,13.020283333333332,1,80.25353333333334,3,6
136,13.020433333333331,1,80.25343333333333,3,6
137,13.020616666666667,1,80.25341666666667,3,6
138,13.020783333333334,1,80.2534,3,6
139,13.020966666666666,1,80.25336666666666,3,6
140,13.02115,1,80.25335,3,6
141,13.021333333333333,1,80.25333333333333,3,6
142,13.0215,1,80.25331666666666,3,6
143,13.021683333333334,1,80.25328333333333,3,6
144,13.021866666666666,1,80.25331666666666,3,6
145,13.022033333333331,1,80.25333333333333,3,6
146,13.022216666666669,1,80.25336666666666,3,6
147,13.0224,1,80.25338333333333,3,6
148,13.022583333333332,1,80.25341666666667,3,6
149,13.02275,1,80.25343333333333,3,6
150,13.022933333333333,1,80.25346666666667,3,6
151,13.023116666666668,1,80.25348333333334,3,6
152,13.023283333333334,1,80.25351666666667,3,6
153,13.023466666666666,1,80.25353333333334,3,6
154,13.02365,1,80.25356666666667,3,6
155,13.023816666666669,1,80.25358333333334,3,6
156,13.024,1,80.25361666666667,3,6
157,13.02415,1,80.2537,3,6
158,13.024316666666667,1,80.2538,3,6
159,13.024466666666669,1,80.2539,3,6
160,13.024616666666669,1,80.25398333333334,3,6
161,13.024783333333334,1,80.25408333333333,3,6
162,13.024933333333331,1,80.25418333333333,3,6
163,13.025083333333331,1,80.25426666666667,3,6
164,13.02505,1,80.25445,3,6
165,13.025016666666666,1,80.25463333333333,3,6
166,13.024966666666666,1,80.25481666666667,3,6
167,13.024933333333331,1,80.25498333333333,3,6
168,13.0249,1,80.25516666666667,3,6
169,13.02485,1,80.25535,3,6
170,13.024816666666666,1,80.25553333333333,3,6
171,13.024783333333334,1,80.25571666666667,3,6
172,13.02475,1,80.2559,3,6
173,13.024583333333334,1,80.25581666666666,3,6
174,13.024416666666667,1,80.25575,3,6
175,13.02425,1,80.25566666666667,3,6
176,13.024083333333332,1,80.2556,3,6
177,13.023916666666668,1,80.25551666666667,3,6
178,13.02375,1,80.25545,3,6
179,13.023583333333333,1,80.25536666666666,3,6
180,13.023433333333331,1,80.2553,3,6
181,13.023266666666666,1,80.25521666666667,3,6
182,13.0231,1,80.25515,3,6
183,13.022933333333333,1,80.25508333333333,3,6
184,13.02275,1,80.25503333333333,3,6
185,13.022583333333332,1,80.25498333333333,3,6
186,13.022416666666668,1,80.25493333333333,3,6
187,13.022233333333334,1,80.25486666666667,3,6
188,13.022066666666667,1,80.25481666666667,3,6
189,13.0219,1,80.25476666666667,3,6
190,13.021716666666666,1,80.25471666666667,3,6
191,13.02155,1,80.25465,3,6
192,13.021383333333333,1,80.25471666666667,3,6
193,13.0212,1,80.25476666666667,3,6
194,13.021033333333332,1,80.25481666666667,3,6
195,13.020866666666668,1,80.25488333333334,3,6
196,13.0207,1,80.25493333333333,3,6
197,13.020516666666667,1,80.25498333333333,3,6
198,13.02035,1,80.25505,3,6
199,13.020183333333334,1,80.2551,3,6
200,13.02,1,80.25515,3,6
201,13.019833333333333,1,80.25521666666667,3,6
202,13.019666666666666,1,80.25526666666667,3,6
203,13.0196,1,80.25543333333333,3,6
204,13.019516666666666,1,80.2556,3,6
205,13.01945,1,80.25578333333333,3,6
