,index,Latitude,LatitudeDir,Longitude,LongitudeDir,Altitude,Category
index,944443.4999999999,-0.45662264735017605,0.0,2.889224871223307,0.0,0.0,0.0
Latitude,-0.45662264735017605,7.871397395396317e-06,0.0,-5.766014722143442e-07,0.0,0.0,0.0
LatitudeDir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Longitude,2.889224871223307,-5.766014722143442e-07,0.0,1.1421890170165486e-05,0.0,0.0,0.0
LongitudeDir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Altitude,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Category,0.0,0.0,0.0,0.0,0.0,0.0,0.0
