,0
index,0.0
UTC,0.1190786445384637
Latitude,-0.7738918888925292
Longitude,-0.5281271900149189
Speed,32.78326694752252
TimeStamp,-0.012772828654124758
Date,0.0
Unknown,0.0
Label,0.0
