,0
index,7841.5
UTC,181303.21180786414
Latitude,1301.0653042895442
Longitude,8015.386472296694
Speed,40.59842493297586
TimeStamp,181.19024798927614
Date,140624.0
Unknown,0.0
Label,0.0
