,index,Latitude,LatitudeDir,Longitude,LongitudeDir,Altitude,Category
2395,5761,,,,,,
2396,5762,,,,,,
2397,5763,,,,,,
2398,5764,,,,,,
2399,5765,,,,,,
2400,5766,,,,,,
2401,5767,,,,,,
2402,5768,,,,,,
2403,5769,,,,,,
2404,5770,,,,,,
2405,5771,,,,,,
2406,5772,,,,,,
2407,5773,,,,,,
2408,5774,,,,,,
2409,5775,,,,,,
2410,5776,,,,,,
2411,5777,,,,,,
2412,5778,,,,,,
2413,5779,,,,,,
2414,5780,,,,,,
2415,5781,,,,,,
2416,5782,,,,,,
2417,5783,,,,,,
2418,5784,,,,,,
2419,5785,,,,,,
2420,5786,,,,,,
2421,5787,,,,,,
2422,5788,,,,,,
2423,5789,,,,,,
2424,5790,,,,,,
2425,5791,,,,,,
2426,5792,,,,,,
2427,5793,,,,,,
2428,5794,,,,,,
2429,5795,,,,,,
2430,5796,,,,,,
2431,5797,,,,,,
2432,5798,,,,,,
2433,5799,,,,,,
2434,5800,,,,,,
2435,5801,,,,,,
2436,5802,,,,,,
2437,5803,,,,,,
2438,5804,,,,,,
2439,5805,,,,,,
2440,5806,,,,,,
2441,5807,,,,,,
2442,5808,,,,,,
2443,5809,,,,,,
2444,5810,,,,,,
2445,5811,,,,,,
2446,5812,,,,,,
2447,5813,,,,,,
2448,5814,,,,,,
2449,5815,,,,,,
2450,5816,,,,,,
2451,5817,,,,,,
2452,5818,,,,,,
2453,5819,,,,,,
2454,5820,,,,,,
2455,5821,,,,,,
2456,5822,,,,,,
2457,5823,,,,,,
2458,5824,,,,,,
2459,5825,,,,,,
2460,5826,,,,,,
2461,5827,,,,,,
2462,5828,,,,,,
2463,5829,,,,,,
2464,5830,,,,,,
2465,5831,,,,,,
2466,5832,,,,,,
2467,5833,,,,,,
2468,5834,,,,,,
2469,5835,,,,,,
2470,5836,,,,,,
2471,5837,,,,,,
2472,5838,,,,,,
2473,5839,,,,,,
2474,5840,,,,,,
2475,5841,,,,,,
2476,5842,,,,,,
2477,5843,,,,,,
2478,5844,,,,,,
2479,5845,,,,,,
2480,5846,,,,,,
2481,5847,,,,,,
2482,5848,,,,,,
2483,5849,,,,,,
2484,5850,,,,,,
2485,5851,,,,,,
2486,5852,,,,,,
2487,5853,,,,,,
2488,5854,,,,,,
2489,5855,,,,,,
2490,5856,,,,,,
2491,5857,,,,,,
2492,5858,,,,,,
2493,5859,,,,,,
2494,5860,,,,,,
2495,5861,,,,,,
2496,5862,,,,,,
2497,5863,,,,,,
2498,5864,,,,,,
2499,5865,,,,,,
2500,5866,,,,,,
2501,5867,,,,,,
2502,5868,,,,,,
2503,5869,,,,,,
2504,5870,,,,,,
2505,5871,,,,,,
2506,5872,,,,,,
2507,5873,,,,,,
2508,5874,,,,,,
2509,5875,,,,,,
2510,5876,,,,,,
2511,5877,,,,,,
2512,5878,,,,,,
2513,5879,,,,,,
2514,5880,,,,,,
2515,5881,,,,,,
2516,5882,,,,,,
2517,5883,,,,,,
2518,5884,,,,,,
2519,5885,,,,,,
2520,5886,,,,,,
2521,5887,,,,,,
2522,5888,,,,,,
2523,5889,,,,,,
2524,5890,,,,,,
2525,5891,,,,,,
2526,5892,,,,,,
2527,5893,,,,,,
2528,5894,,,,,,
2529,5895,,,,,,
2530,5896,,,,,,
2531,5897,,,,,,
2532,5898,,,,,,
2533,5899,,,,,,
2534,5900,,,,,,
2535,5901,,,,,,
2536,5902,,,,,,
2537,5903,,,,,,
2538,5904,,,,,,
2539,5905,,,,,,
2540,5906,,,,,,
2541,5907,,,,,,
2542,5908,,,,,,
2543,5909,,,,,,
2544,5910,,,,,,
2545,5911,,,,,,
2546,5912,,,,,,
2547,5913,,,,,,
2548,5914,,,,,,
2549,5915,,,,,,
2550,5916,,,,,,
2551,5917,,,,,,
2552,5918,,,,,,
2553,5919,,,,,,
2554,5920,,,,,,
2555,5921,,,,,,
2556,5922,,,,,,
2557,5923,,,,,,
2558,5924,,,,,,
2559,5925,,,,,,
2560,5926,,,,,,
2561,5927,,,,,,
2562,5928,,,,,,
2563,5929,,,,,,
2564,5930,,,,,,
2565,5931,,,,,,
2566,5932,,,,,,
2567,5933,,,,,,
2568,5934,,,,,,
2569,5935,,,,,,
2570,5936,,,,,,
2571,5937,,,,,,
2572,5938,,,,,,
2573,5939,,,,,,
2574,5940,,,,,,
2575,5941,,,,,,
2576,5942,,,,,,
2577,5943,,,,,,
2578,5944,,,,,,
2579,5945,,,,,,
2580,5946,,,,,,
2581,5947,,,,,,
2582,5948,,,,,,
2583,5949,,,,,,
2584,5950,,,,,,
2585,5951,,,,,,
2586,5952,,,,,,
2587,5953,,,,,,
2588,5954,,,,,,
2589,5955,,,,,,
2590,5956,,,,,,
2591,5957,,,,,,
2592,5958,,,,,,
2593,5959,,,,,,
2594,5960,,,,,,
2595,5961,,,,,,
2596,5962,,,,,,
2597,5963,,,,,,
2598,5964,,,,,,
2599,5965,,,,,,
2600,5966,,,,,,
2601,5967,,,,,,
2602,5968,,,,,,
2603,5969,,,,,,
2604,5970,,,,,,
2605,5971,,,,,,
2606,5972,,,,,,
2607,5973,,,,,,
2608,5974,,,,,,
2609,5975,,,,,,
2610,5976,,,,,,
2611,5977,,,,,,
2612,5978,,,,,,
2613,5979,,,,,,
2614,5980,,,,,,
2615,5981,,,,,,
2616,5982,,,,,,
2617,5983,,,,,,
2618,5984,,,,,,
2619,5985,,,,,,
2620,5986,,,,,,
2621,5987,,,,,,
2622,5988,,,,,,
2623,5989,,,,,,
2624,5990,,,,,,
2625,5991,,,,,,
2626,5992,,,,,,
2627,5993,,,,,,
2628,5994,,,,,,
2629,5995,,,,,,
2630,5996,,,,,,
2631,5997,,,,,,
2632,5998,,,,,,
2633,5999,,,,,,
2634,6000,,,,,,
2635,6001,,,,,,
2636,6002,,,,,,
2637,6003,,,,,,
2638,6004,,,,,,
2639,6005,,,,,,
2640,6006,,,,,,
2641,6007,,,,,,
2642,6008,,,,,,
2643,6009,,,,,,
2644,6010,,,,,,
2645,6011,,,,,,
2646,6012,,,,,,
2647,6013,,,,,,
2648,6014,,,,,,
2649,6015,,,,,,
2650,6016,,,,,,
2651,6017,,,,,,
2652,6018,,,,,,
2653,6019,,,,,,
2654,6020,,,,,,
2655,6021,,,,,,
2656,6022,,,,,,
2657,6023,,,,,,
2658,6024,,,,,,
2659,6025,,,,,,
2660,6026,,,,,,
2661,6027,,,,,,
2662,6028,,,,,,
2663,6029,,,,,,
2664,6030,,,,,,
2665,6031,,,,,,
2666,6032,,,,,,
2667,6033,,,,,,
2668,6034,,,,,,
2669,6035,,,,,,
2670,6036,,,,,,
2671,6037,,,,,,
2672,6038,,,,,,
2673,6039,,,,,,
2674,6040,,,,,,
2675,6041,,,,,,
2676,6042,,,,,,
2677,6043,,,,,,
2678,6044,,,,,,
2679,6045,,,,,,
2680,6046,,,,,,
2681,6047,,,,,,
2682,6048,,,,,,
2683,6049,,,,,,
2684,6050,,,,,,
2685,6051,,,,,,
2686,6052,,,,,,
2687,6053,,,,,,
2688,6054,,,,,,
2689,6055,,,,,,
2690,6056,,,,,,
2691,6057,,,,,,
2692,6058,,,,,,
2693,6059,,,,,,
2694,6060,,,,,,
2695,6061,,,,,,
2696,6062,,,,,,
2697,6063,,,,,,
2698,6064,,,,,,
2699,6065,,,,,,
2700,6066,,,,,,
2701,6067,,,,,,
2702,6068,,,,,,
2703,6069,,,,,,
2704,6070,,,,,,
2705,6071,,,,,,
2706,6072,,,,,,
2707,6073,,,,,,
2708,6074,,,,,,
2709,6075,,,,,,
2710,6076,,,,,,
2711,6077,,,,,,
2712,6078,,,,,,
2713,6079,,,,,,
2714,6080,,,,,,
2715,6081,,,,,,
2716,6082,,,,,,
2717,6083,,,,,,
2718,6084,,,,,,
2719,6085,,,,,,
2720,6086,,,,,,
2721,6087,,,,,,
2722,6088,,,,,,
2723,6089,,,,,,
2724,6090,,,,,,
2725,6091,,,,,,
2726,6092,,,,,,
2727,6093,,,,,,
2728,6094,,,,,,
2729,6095,,,,,,
2730,6096,,,,,,
2731,6097,,,,,,
2732,6098,,,,,,
2733,6099,,,,,,
2734,6100,,,,,,
2735,6101,,,,,,
2736,6102,,,,,,
2737,6103,,,,,,
2738,6104,,,,,,
2739,6105,,,,,,
2740,6106,,,,,,
2741,6107,,,,,,
2742,6108,,,,,,
2743,6109,,,,,,
2744,6110,,,,,,
2745,6111,,,,,,
2746,6112,,,,,,
2747,6113,,,,,,
2748,6114,,,,,,
2749,6115,,,,,,
2750,6116,,,,,,
2751,6117,,,,,,
2752,6118,,,,,,
2753,6119,,,,,,
2754,6120,,,,,,
2755,6121,,,,,,
2756,6122,,,,,,
2757,6123,,,,,,
2758,6124,,,,,,
2759,6125,,,,,,
2760,6126,,,,,,
2761,6127,,,,,,
2762,6128,,,,,,
2763,6129,,,,,,
2764,6130,,,,,,
2765,6131,,,,,,
2766,6132,,,,,,
2767,6133,,,,,,
2768,6134,,,,,,
2769,6135,,,,,,
2770,6136,,,,,,
2771,6137,,,,,,
2772,6138,,,,,,
2773,6139,,,,,,
2774,6140,,,,,,
2775,6141,,,,,,
2776,6142,,,,,,
2777,6143,,,,,,
2778,6144,,,,,,
2779,6145,,,,,,
2780,6146,,,,,,
2781,6147,,,,,,
2782,6148,,,,,,
2783,6149,,,,,,
2784,6150,,,,,,
2785,6151,,,,,,
2786,6152,,,,,,
2787,6153,,,,,,
2788,6154,,,,,,
2789,6155,,,,,,
2790,6156,,,,,,
2791,6157,,,,,,
2792,6158,,,,,,
2793,6159,,,,,,
2794,6160,,,,,,
2795,6161,,,,,,
2796,6162,,,,,,
2797,6163,,,,,,
2798,6164,,,,,,
2799,6165,,,,,,
2800,6166,,,,,,
2801,6167,,,,,,
2802,6168,,,,,,
2803,6169,,,,,,
2804,6170,,,,,,
2805,6171,,,,,,
2806,6172,,,,,,
2807,6173,,,,,,
2808,6174,,,,,,
2809,6175,,,,,,
2810,6176,,,,,,
2811,6177,,,,,,
2812,6178,,,,,,
2813,6179,,,,,,
2814,6180,,,,,,
2815,6181,,,,,,
2816,6182,,,,,,
2817,6183,,,,,,
2818,6184,,,,,,
2819,6185,,,,,,
2820,6186,,,,,,
2821,6187,,,,,,
2822,6188,,,,,,
2823,6189,,,,,,
2824,6190,,,,,,
2825,6191,,,,,,
2826,6192,,,,,,
2827,6193,,,,,,
2828,6194,,,,,,
2829,6195,,,,,,
2830,6196,,,,,,
2831,6197,,,,,,
2832,6198,,,,,,
2833,6199,,,,,,
2834,6200,,,,,,
2835,6201,,,,,,
2836,6202,,,,,,
2837,6203,,,,,,
2838,6204,,,,,,
2839,6205,,,,,,
2840,6206,,,,,,
2841,6207,,,,,,
2842,6208,,,,,,
2843,6209,,,,,,
2844,6210,,,,,,
2845,6211,,,,,,
2846,6212,,,,,,
2847,6213,,,,,,
2848,6214,,,,,,
2849,6215,,,,,,
2850,6216,,,,,,
2851,6217,,,,,,
2852,6218,,,,,,
2853,6219,,,,,,
2854,6220,,,,,,
2855,6221,,,,,,
2856,6222,,,,,,
2857,6223,,,,,,
2858,6224,,,,,,
2859,6225,,,,,,
2860,6226,,,,,,
2861,6227,,,,,,
2862,6228,,,,,,
2863,6229,,,,,,
2864,6230,,,,,,
2865,6231,,,,,,
2866,6232,,,,,,
2867,6233,,,,,,
2868,6234,,,,,,
2869,6235,,,,,,
2870,6236,,,,,,
2871,6237,,,,,,
2872,6238,,,,,,
2873,6239,,,,,,
2874,6240,,,,,,
2875,6241,,,,,,
2876,6242,,,,,,
2877,6243,,,,,,
2878,6244,,,,,,
2879,6245,,,,,,
2880,6246,,,,,,
2881,6247,,,,,,
2882,6248,,,,,,
2883,6249,,,,,,
2884,6250,,,,,,
2885,6251,,,,,,
2886,6252,,,,,,
2887,6253,,,,,,
2888,6254,,,,,,
2889,6255,,,,,,
2890,6256,,,,,,
2891,6257,,,,,,
2892,6258,,,,,,
2893,6259,,,,,,
2894,6260,,,,,,
2895,6261,,,,,,
2896,6262,,,,,,
2897,6263,,,,,,
2898,6264,,,,,,
2899,6265,,,,,,
2900,6266,,,,,,
2901,6267,,,,,,
2902,6268,,,,,,
2903,6269,,,,,,
2904,6270,,,,,,
2905,6271,,,,,,
2906,6272,,,,,,
2907,6273,,,,,,
2908,6274,,,,,,
2909,6275,,,,,,
2910,6276,,,,,,
2911,6277,,,,,,
2912,6278,,,,,,
2913,6279,,,,,,
2914,6280,,,,,,
2915,6281,,,,,,
2916,6282,,,,,,
2917,6283,,,,,,
2918,6284,,,,,,
2919,6285,,,,,,
2920,6286,,,,,,
2921,6287,,,,,,
2922,6288,,,,,,
2923,6289,,,,,,
2924,6290,,,,,,
2925,6291,,,,,,
2926,6292,,,,,,
2927,6293,,,,,,
2928,6294,,,,,,
2929,6295,,,,,,
2930,6296,,,,,,
2931,6297,,,,,,
2932,6298,,,,,,
2933,6299,,,,,,
2934,6300,,,,,,
2935,6301,,,,,,
2936,6302,,,,,,
2937,6303,,,,,,
2938,6304,,,,,,
2939,6305,,,,,,
2940,6306,,,,,,
2941,6307,,,,,,
2942,6308,,,,,,
2943,6309,,,,,,
2944,6310,,,,,,
2945,6311,,,,,,
2946,6312,,,,,,
2947,6313,,,,,,
2948,6314,,,,,,
2949,6315,,,,,,
2950,6316,,,,,,
2951,6317,,,,,,
2952,6318,,,,,,
2953,6319,,,,,,
2954,6320,,,,,,
2955,6321,,,,,,
2956,6322,,,,,,
2957,6323,,,,,,
2958,6324,,,,,,
2959,6325,,,,,,
2960,6326,,,,,,
2961,6327,,,,,,
2962,6328,,,,,,
2963,6329,,,,,,
2964,6330,,,,,,
2965,6331,,,,,,
2966,6332,,,,,,
2967,6333,,,,,,
2968,6334,,,,,,
2969,6335,,,,,,
2970,6336,,,,,,
2971,6337,,,,,,
2972,6338,,,,,,
2973,6339,,,,,,
2974,6340,,,,,,
2975,6341,,,,,,
2976,6342,,,,,,
2977,6343,,,,,,
2978,6344,,,,,,
2979,6345,,,,,,
2980,6346,,,,,,
2981,6347,,,,,,
2982,6348,,,,,,
2983,6349,,,,,,
2984,6350,,,,,,
2985,6351,,,,,,
2986,6352,,,,,,
2987,6353,,,,,,
2988,6354,,,,,,
2989,6355,,,,,,
2990,6356,,,,,,
2991,6357,,,,,,
2992,6358,,,,,,
2993,6359,,,,,,
2994,6360,,,,,,
2995,6361,,,,,,
2996,6362,,,,,,
2997,6363,,,,,,
2998,6364,,,,,,
2999,6365,,,,,,
3000,6366,,,,,,
3001,6367,,,,,,
3002,6368,,,,,,
3003,6369,,,,,,
3004,6370,,,,,,
3005,6371,,,,,,
3006,6372,,,,,,
3007,6373,,,,,,
3008,6374,,,,,,
3009,6375,,,,,,
3010,6376,,,,,,
3011,6377,,,,,,
3012,6378,,,,,,
3013,6379,,,,,,
3014,6380,,,,,,
3015,6381,,,,,,
3016,6382,,,,,,
3017,6383,,,,,,
3018,6384,,,,,,
3019,6385,,,,,,
3020,6386,,,,,,
3021,6387,,,,,,
3022,6388,,,,,,
3023,6389,,,,,,
3024,6390,,,,,,
3025,6391,,,,,,
3026,6392,,,,,,
3027,6393,,,,,,
3028,6394,,,,,,
3029,6395,,,,,,
3030,6396,,,,,,
3031,6397,,,,,,
3032,6398,,,,,,
3033,6399,,,,,,
3034,6400,,,,,,
3035,6401,,,,,,
3036,6402,,,,,,
3037,6403,,,,,,
3038,6404,,,,,,
3039,6405,,,,,,
3040,6406,,,,,,
3041,6407,,,,,,
3042,6408,,,,,,
3043,6409,,,,,,
3044,6410,,,,,,
3045,6411,,,,,,
3046,6412,,,,,,
3047,6413,,,,,,
3048,6414,,,,,,
3049,6415,,,,,,
3050,6416,,,,,,
3051,6417,,,,,,
3052,6418,,,,,,
3053,6419,,,,,,
3054,6420,,,,,,
3055,6421,,,,,,
3056,6422,,,,,,
3057,6423,,,,,,
3058,6424,,,,,,
3059,6425,,,,,,
3060,6426,,,,,,
3061,6427,,,,,,
3062,6428,,,,,,
3063,6429,,,,,,
3064,6430,,,,,,
3065,6431,,,,,,
3066,6432,,,,,,
3067,6433,,,,,,
3068,6434,,,,,,
3069,6435,,,,,,
3070,6436,,,,,,
3071,6437,,,,,,
3072,6438,,,,,,
3073,6439,,,,,,
3074,6440,,,,,,
3075,6441,,,,,,
3076,6442,,,,,,
3077,6443,,,,,,
3078,6444,,,,,,
3079,6445,,,,,,
3080,6446,,,,,,
3081,6447,,,,,,
3082,6448,,,,,,
3083,6449,,,,,,
3084,6450,,,,,,
3085,6451,,,,,,
3086,6452,,,,,,
3087,6453,,,,,,
3088,6454,,,,,,
3089,6455,,,,,,
3090,6456,,,,,,
3091,6457,,,,,,
3092,6458,,,,,,
3093,6459,,,,,,
3094,6460,,,,,,
3095,6461,,,,,,
3096,6462,,,,,,
3097,6463,,,,,,
3098,6464,,,,,,
3099,6465,,,,,,
3100,6466,,,,,,
3101,6467,,,,,,
3102,6468,,,,,,
3103,6469,,,,,,
3104,6470,,,,,,
3105,6471,,,,,,
3106,6472,,,,,,
3107,6473,,,,,,
3108,6474,,,,,,
3109,6475,,,,,,
3110,6476,,,,,,
3111,6477,,,,,,
3112,6478,,,,,,
3113,6479,,,,,,
3114,6480,,,,,,
3115,6481,,,,,,
3116,6482,,,,,,
3117,6483,,,,,,
3118,6484,,,,,,
3119,6485,,,,,,
3120,6486,,,,,,
3121,6487,,,,,,
3122,6488,,,,,,
3123,6489,,,,,,
3124,6490,,,,,,
3125,6491,,,,,,
3126,6492,,,,,,
3127,6493,,,,,,
3128,6494,,,,,,
3129,6495,,,,,,
3130,6496,,,,,,
3131,6497,,,,,,
3132,6498,,,,,,
3133,6499,,,,,,
3134,6500,,,,,,
3135,6501,,,,,,
3136,6502,,,,,,
3137,6503,,,,,,
3138,6504,,,,,,
3139,6505,,,,,,
3140,6506,,,,,,
3141,6507,,,,,,
3142,6508,,,,,,
3143,6509,,,,,,
3144,6510,,,,,,
3145,6511,,,,,,
3146,6512,,,,,,
3147,6513,,,,,,
3148,6514,,,,,,
3149,6515,,,,,,
3150,6516,,,,,,
3151,6517,,,,,,
3152,6518,,,,,,
3153,6519,,,,,,
3154,6520,,,,,,
3155,6521,,,,,,
3156,6522,,,,,,
3157,6523,,,,,,
3158,6524,,,,,,
3159,6525,,,,,,
3160,6526,,,,,,
3161,6527,,,,,,
3162,6528,,,,,,
3163,6529,,,,,,
3164,6530,,,,,,
3165,6531,,,,,,
3166,6532,,,,,,
3167,6533,,,,,,
3168,6534,,,,,,
3169,6535,,,,,,
3170,6536,,,,,,
3171,6537,,,,,,
3172,6538,,,,,,
3173,6539,,,,,,
3174,6540,,,,,,
3175,6541,,,,,,
3176,6542,,,,,,
3177,6543,,,,,,
3178,6544,,,,,,
3179,6545,,,,,,
3180,6546,,,,,,
3181,6547,,,,,,
3182,6548,,,,,,
3183,6549,,,,,,
3184,6550,,,,,,
3185,6551,,,,,,
3186,6552,,,,,,
3187,6553,,,,,,
3188,6554,,,,,,
3189,6555,,,,,,
3190,6556,,,,,,
3191,6557,,,,,,
3192,6558,,,,,,
3193,6559,,,,,,
3194,6560,,,,,,
3195,6561,,,,,,
3196,6562,,,,,,
3197,6563,,,,,,
3198,6564,,,,,,
3199,6565,,,,,,
3200,6566,,,,,,
3201,6567,,,,,,
3202,6568,,,,,,
3203,6569,,,,,,
3204,6570,,,,,,
3205,6571,,,,,,
3206,6572,,,,,,
3207,6573,,,,,,
3208,6574,,,,,,
3209,6575,,,,,,
3210,6576,,,,,,
3211,6577,,,,,,
3212,6578,,,,,,
3213,6579,,,,,,
3214,6580,,,,,,
3215,6581,,,,,,
3216,6582,,,,,,
3217,6583,,,,,,
3218,6584,,,,,,
3219,6585,,,,,,
3220,6586,,,,,,
3221,6587,,,,,,
3222,6588,,,,,,
3223,6589,,,,,,
3224,6590,,,,,,
3225,6591,,,,,,
3226,6592,,,,,,
3227,6593,,,,,,
3228,6594,,,,,,
3229,6595,,,,,,
3230,6596,,,,,,
3231,6597,,,,,,
3232,6598,,,,,,
3233,6599,,,,,,
3234,6600,,,,,,
3235,6601,,,,,,
3236,6602,,,,,,
3237,6603,,,,,,
3238,6604,,,,,,
3239,6605,,,,,,
3240,6606,,,,,,
3241,6607,,,,,,
3242,6608,,,,,,
3243,6609,,,,,,
3244,6610,,,,,,
3245,6611,,,,,,
3246,6612,,,,,,
3247,6613,,,,,,
3248,6614,,,,,,
3249,6615,,,,,,
3250,6616,,,,,,
3251,6617,,,,,,
3252,6618,,,,,,
3253,6619,,,,,,
3254,6620,,,,,,
3255,6621,,,,,,
3256,6622,,,,,,
3257,6623,,,,,,
3258,6624,,,,,,
3259,6625,,,,,,
3260,6626,,,,,,
3261,6627,,,,,,
3262,6628,,,,,,
3263,6629,,,,,,
3264,6630,,,,,,
3265,6631,,,,,,
3266,6632,,,,,,
3267,6633,,,,,,
3268,6634,,,,,,
3269,6635,,,,,,
3270,6636,,,,,,
3271,6637,,,,,,
3272,6638,,,,,,
3273,6639,,,,,,
3274,6640,,,,,,
3275,6641,,,,,,
3276,6642,,,,,,
3277,6643,,,,,,
3278,6644,,,,,,
3279,6645,,,,,,
3280,6646,,,,,,
3281,6647,,,,,,
3282,6648,,,,,,
3283,6649,,,,,,
3284,6650,,,,,,
3285,6651,,,,,,
3286,6652,,,,,,
3287,6653,,,,,,
3288,6654,,,,,,
3289,6655,,,,,,
3290,6656,,,,,,
3291,6657,,,,,,
3292,6658,,,,,,
3293,6659,,,,,,
3294,6660,,,,,,
3295,6661,,,,,,
3296,6662,,,,,,
3297,6663,,,,,,
3298,6664,,,,,,
3299,6665,,,,,,
3300,6666,,,,,,
3301,6667,,,,,,
3302,6668,,,,,,
3303,6669,,,,,,
3304,6670,,,,,,
3305,6671,,,,,,
3306,6672,,,,,,
3307,6673,,,,,,
3308,6674,,,,,,
3309,6675,,,,,,
3310,6676,,,,,,
3311,6677,,,,,,
3312,6678,,,,,,
3313,6679,,,,,,
3314,6680,,,,,,
3315,6681,,,,,,
3316,6682,,,,,,
3317,6683,,,,,,
3318,6684,,,,,,
3319,6685,,,,,,
3320,6686,,,,,,
3321,6687,,,,,,
3322,6688,,,,,,
3323,6689,,,,,,
3324,6690,,,,,,
3325,6691,,,,,,
3326,6692,,,,,,
3327,6693,,,,,,
3328,6694,,,,,,
3329,6695,,,,,,
3330,6696,,,,,,
3331,6697,,,,,,
3332,6698,,,,,,
3333,6699,,,,,,
3334,6700,,,,,,
3335,6701,,,,,,
3336,6702,,,,,,
3337,6703,,,,,,
3338,6704,,,,,,
3339,6705,,,,,,
3340,6706,,,,,,
3341,6707,,,,,,
3342,6708,,,,,,
3343,6709,,,,,,
3344,6710,,,,,,
3345,6711,,,,,,
3346,6712,,,,,,
3347,6713,,,,,,
3348,6714,,,,,,
3349,6715,,,,,,
3350,6716,,,,,,
3351,6717,,,,,,
3352,6718,,,,,,
3353,6719,,,,,,
3354,6720,,,,,,
3355,6721,,,,,,
3356,6722,,,,,,
3357,6723,,,,,,
3358,6724,,,,,,
3359,6725,,,,,,
3360,6726,,,,,,
3361,6727,,,,,,
3362,6728,,,,,,
3363,6729,,,,,,
3364,6730,,,,,,
3365,6731,,,,,,
3366,6732,,,,,,
3367,6733,,,,,,
3368,6734,,,,,,
3369,6735,,,,,,
3370,6736,,,,,,
3371,6737,,,,,,
3372,6738,,,,,,
3373,6739,,,,,,
3374,6740,,,,,,
3375,6741,,,,,,
3376,6742,,,,,,
3377,6743,,,,,,
3378,6744,,,,,,
3379,6745,,,,,,
3380,6746,,,,,,
3381,6747,,,,,,
3382,6748,,,,,,
3383,6749,,,,,,
3384,6750,,,,,,
3385,6751,,,,,,
3386,6752,,,,,,
3387,6753,,,,,,
3388,6754,,,,,,
3389,6755,,,,,,
3390,6756,,,,,,
3391,6757,,,,,,
3392,6758,,,,,,
3393,6759,,,,,,
3394,6760,,,,,,
3395,6761,,,,,,
3396,6762,,,,,,
3397,6763,,,,,,
3398,6764,,,,,,
3399,6765,,,,,,
3400,6766,,,,,,
3401,6767,,,,,,
3402,6768,,,,,,
3403,6769,,,,,,
3404,6770,,,,,,
3405,6771,,,,,,
3406,6772,,,,,,
3407,6773,,,,,,
3408,6774,,,,,,
3409,6775,,,,,,
3410,6776,,,,,,
3411,6777,,,,,,
3412,6778,,,,,,
3413,6779,,,,,,
3414,6780,,,,,,
3415,6781,,,,,,
3416,6782,,,,,,
3417,6783,,,,,,
3418,6784,,,,,,
3419,6785,,,,,,
3420,6786,,,,,,
3421,6787,,,,,,
3422,6788,,,,,,
3423,6789,,,,,,
3424,6790,,,,,,
3425,6791,,,,,,
3426,6792,,,,,,
3427,6793,,,,,,
3428,6794,,,,,,
3429,6795,,,,,,
3430,6796,,,,,,
3431,6797,,,,,,
3432,6798,,,,,,
3433,6799,,,,,,
3434,6800,,,,,,
3435,6801,,,,,,
3436,6802,,,,,,
3437,6803,,,,,,
3438,6804,,,,,,
3439,6805,,,,,,
3440,6806,,,,,,
3441,6807,,,,,,
3442,6808,,,,,,
3443,6809,,,,,,
3444,6810,,,,,,
3445,6811,,,,,,
3446,6812,,,,,,
3447,6813,,,,,,
3448,6814,,,,,,
3449,6815,,,,,,
3450,6816,,,,,,
3451,6817,,,,,,
3452,6818,,,,,,
3453,6819,,,,,,
3454,6820,,,,,,
3455,6821,,,,,,
3456,6822,,,,,,
3457,6823,,,,,,
3458,6824,,,,,,
3459,6825,,,,,,
3460,6826,,,,,,
3461,6827,,,,,,
3462,6828,,,,,,
3463,6829,,,,,,
3464,6830,,,,,,
3465,6831,,,,,,
3466,6832,,,,,,
3467,6833,,,,,,
3468,6834,,,,,,
3469,6835,,,,,,
3470,6836,,,,,,
3471,6837,,,,,,
3472,6838,,,,,,
3473,6839,,,,,,
3474,6840,,,,,,
3475,6841,,,,,,
3476,6842,,,,,,
3477,6843,,,,,,
3478,6844,,,,,,
3479,6845,,,,,,
3480,6846,,,,,,
3481,6847,,,,,,
3482,6848,,,,,,
3483,6849,,,,,,
3484,6850,,,,,,
3485,6851,,,,,,
3486,6852,,,,,,
3487,6853,,,,,,
3488,6854,,,,,,
3489,6855,,,,,,
3490,6856,,,,,,
3491,6857,,,,,,
3492,6858,,,,,,
3493,6859,,,,,,
3494,6860,,,,,,
3495,6861,,,,,,
3496,6862,,,,,,
3497,6863,,,,,,
3498,6864,,,,,,
3499,6865,,,,,,
3500,6866,,,,,,
3501,6867,,,,,,
3502,6868,,,,,,
3503,6869,,,,,,
3504,6870,,,,,,
3505,6871,,,,,,
3506,6872,,,,,,
3507,6873,,,,,,
3508,6874,,,,,,
3509,6875,,,,,,
3510,6876,,,,,,
3511,6877,,,,,,
3512,6878,,,,,,
3513,6879,,,,,,
3514,6880,,,,,,
3515,6881,,,,,,
3516,6882,,,,,,
3517,6883,,,,,,
3518,6884,,,,,,
3519,6885,,,,,,
3520,6886,,,,,,
3521,6887,,,,,,
3522,6888,,,,,,
3523,6889,,,,,,
3524,6890,,,,,,
3525,6891,,,,,,
3526,6892,,,,,,
3527,6893,,,,,,
3528,6894,,,,,,
3529,6895,,,,,,
3530,6896,,,,,,
3531,6897,,,,,,
3532,6898,,,,,,
3533,6899,,,,,,
3534,6900,,,,,,
3535,6901,,,,,,
3536,6902,,,,,,
3537,6903,,,,,,
3538,6904,,,,,,
3539,6905,,,,,,
3540,6906,,,,,,
3541,6907,,,,,,
3542,6908,,,,,,
3543,6909,,,,,,
3544,6910,,,,,,
3545,6911,,,,,,
3546,6912,,,,,,
3547,6913,,,,,,
3548,6914,,,,,,
3549,6915,,,,,,
3550,6916,,,,,,
3551,6917,,,,,,
3552,6918,,,,,,
3553,6919,,,,,,
3554,6920,,,,,,
3555,6921,,,,,,
3556,6922,,,,,,
3557,6923,,,,,,
