,index,Latitude,LatitudeDir,Longitude,LongitudeDir,Altitude,Category
1232,4598,,,,,,
1233,4599,,,,,,
1234,4600,,,,,,
1235,4601,,,,,,
1236,4602,,,,,,
1237,4603,,,,,,
1238,4604,,,,,,
1239,4605,,,,,,
1240,4606,,,,,,
1241,4607,,,,,,
1242,4608,,,,,,
1243,4609,,,,,,
1244,4610,,,,,,
1245,4611,,,,,,
1246,4612,,,,,,
1247,4613,,,,,,
1248,4614,,,,,,
1249,4615,,,,,,
1250,4616,,,,,,
1251,4617,,,,,,
1252,4618,,,,,,
1253,4619,,,,,,
1254,4620,,,,,,
1255,4621,,,,,,
1256,4622,,,,,,
1257,4623,,,,,,
1258,4624,,,,,,
1259,4625,,,,,,
1260,4626,,,,,,
1261,4627,,,,,,
1262,4628,,,,,,
1263,4629,,,,,,
1264,4630,,,,,,
1265,4631,,,,,,
1266,4632,,,,,,
1267,4633,,,,,,
1268,4634,,,,,,
1269,4635,,,,,,
1270,4636,,,,,,
1271,4637,,,,,,
1272,4638,,,,,,
1273,4639,,,,,,
1274,4640,,,,,,
1275,4641,,,,,,
1276,4642,,,,,,
1277,4643,,,,,,
1278,4644,,,,,,
1279,4645,,,,,,
1280,4646,,,,,,
1281,4647,,,,,,
1282,4648,,,,,,
1283,4649,,,,,,
1284,4650,,,,,,
1285,4651,,,,,,
1286,4652,,,,,,
1287,4653,,,,,,
1288,4654,,,,,,
1289,4655,,,,,,
1290,4656,,,,,,
1291,4657,,,,,,
1292,4658,,,,,,
1293,4659,,,,,,
1294,4660,,,,,,
1295,4661,,,,,,
1296,4662,,,,,,
1297,4663,,,,,,
1298,4664,,,,,,
1299,4665,,,,,,
1300,4666,,,,,,
1301,4667,,,,,,
1302,4668,,,,,,
1303,4669,,,,,,
1304,4670,,,,,,
1305,4671,,,,,,
1306,4672,,,,,,
1307,4673,,,,,,
1308,4674,,,,,,
1309,4675,,,,,,
1310,4676,,,,,,
1311,4677,,,,,,
1312,4678,,,,,,
1313,4679,,,,,,
1314,4680,,,,,,
1315,4681,,,,,,
1316,4682,,,,,,
1317,4683,,,,,,
1318,4684,,,,,,
1319,4685,,,,,,
1320,4686,,,,,,
1321,4687,,,,,,
1322,4688,,,,,,
1323,4689,,,,,,
1324,4690,,,,,,
1325,4691,,,,,,
1326,4692,,,,,,
1327,4693,,,,,,
1328,4694,,,,,,
1329,4695,,,,,,
1330,4696,,,,,,
1331,4697,,,,,,
1332,4698,,,,,,
1333,4699,,,,,,
1334,4700,,,,,,
1335,4701,,,,,,
1336,4702,,,,,,
1337,4703,,,,,,
1338,4704,,,,,,
1339,4705,,,,,,
1340,4706,,,,,,
1341,4707,,,,,,
1342,4708,,,,,,
1343,4709,,,,,,
1344,4710,,,,,,
1345,4711,,,,,,
1346,4712,,,,,,
1347,4713,,,,,,
1348,4714,,,,,,
1349,4715,,,,,,
1350,4716,,,,,,
1351,4717,,,,,,
1352,4718,,,,,,
1353,4719,,,,,,
1354,4720,,,,,,
1355,4721,,,,,,
1356,4722,,,,,,
1357,4723,,,,,,
1358,4724,,,,,,
1359,4725,,,,,,
1360,4726,,,,,,
1361,4727,,,,,,
1362,4728,,,,,,
1363,4729,,,,,,
1364,4730,,,,,,
1365,4731,,,,,,
1366,4732,,,,,,
1367,4733,,,,,,
1368,4734,,,,,,
1369,4735,,,,,,
1370,4736,,,,,,
1371,4737,,,,,,
1372,4738,,,,,,
1373,4739,,,,,,
1374,4740,,,,,,
1375,4741,,,,,,
1376,4742,,,,,,
1377,4743,,,,,,
1378,4744,,,,,,
1379,4745,,,,,,
1380,4746,,,,,,
1381,4747,,,,,,
1382,4748,,,,,,
1383,4749,,,,,,
1384,4750,,,,,,
1385,4751,,,,,,
1386,4752,,,,,,
1387,4753,,,,,,
1388,4754,,,,,,
1389,4755,,,,,,
1390,4756,,,,,,
1391,4757,,,,,,
1392,4758,,,,,,
1393,4759,,,,,,
1394,4760,,,,,,
1395,4761,,,,,,
1396,4762,,,,,,
1397,4763,,,,,,
1398,4764,,,,,,
1399,4765,,,,,,
1400,4766,,,,,,
1401,4767,,,,,,
1402,4768,,,,,,
1403,4769,,,,,,
1404,4770,,,,,,
1405,4771,,,,,,
1406,4772,,,,,,
1407,4773,,,,,,
1408,4774,,,,,,
1409,4775,,,,,,
1410,4776,,,,,,
1411,4777,,,,,,
1412,4778,,,,,,
1413,4779,,,,,,
1414,4780,,,,,,
1415,4781,,,,,,
1416,4782,,,,,,
1417,4783,,,,,,
1418,4784,,,,,,
1419,4785,,,,,,
1420,4786,,,,,,
1421,4787,,,,,,
1422,4788,,,,,,
1423,4789,,,,,,
1424,4790,,,,,,
1425,4791,,,,,,
1426,4792,,,,,,
1427,4793,,,,,,
1428,4794,,,,,,
1429,4795,,,,,,
1430,4796,,,,,,
1431,4797,,,,,,
1432,4798,,,,,,
1433,4799,,,,,,
1434,4800,,,,,,
1435,4801,,,,,,
1436,4802,,,,,,
1437,4803,,,,,,
1438,4804,,,,,,
1439,4805,,,,,,
1440,4806,,,,,,
1441,4807,,,,,,
1442,4808,,,,,,
1443,4809,,,,,,
1444,4810,,,,,,
1445,4811,,,,,,
1446,4812,,,,,,
1447,4813,,,,,,
1448,4814,,,,,,
1449,4815,,,,,,
1450,4816,,,,,,
1451,4817,,,,,,
1452,4818,,,,,,
1453,4819,,,,,,
1454,4820,,,,,,
1455,4821,,,,,,
1456,4822,,,,,,
1457,4823,,,,,,
1458,4824,,,,,,
1459,4825,,,,,,
1460,4826,,,,,,
1461,4827,,,,,,
1462,4828,,,,,,
1463,4829,,,,,,
1464,4830,,,,,,
1465,4831,,,,,,
1466,4832,,,,,,
1467,4833,,,,,,
1468,4834,,,,,,
1469,4835,,,,,,
1470,4836,,,,,,
1471,4837,,,,,,
1472,4838,,,,,,
1473,4839,,,,,,
1474,4840,,,,,,
1475,4841,,,,,,
1476,4842,,,,,,
1477,4843,,,,,,
1478,4844,,,,,,
1479,4845,,,,,,
1480,4846,,,,,,
1481,4847,,,,,,
1482,4848,,,,,,
1483,4849,,,,,,
1484,4850,,,,,,
1485,4851,,,,,,
1486,4852,,,,,,
1487,4853,,,,,,
1488,4854,,,,,,
1489,4855,,,,,,
1490,4856,,,,,,
1491,4857,,,,,,
1492,4858,,,,,,
1493,4859,,,,,,
1494,4860,,,,,,
1495,4861,,,,,,
1496,4862,,,,,,
1497,4863,,,,,,
1498,4864,,,,,,
1499,4865,,,,,,
1500,4866,,,,,,
1501,4867,,,,,,
1502,4868,,,,,,
1503,4869,,,,,,
1504,4870,,,,,,
1505,4871,,,,,,
1506,4872,,,,,,
1507,4873,,,,,,
1508,4874,,,,,,
1509,4875,,,,,,
1510,4876,,,,,,
1511,4877,,,,,,
1512,4878,,,,,,
1513,4879,,,,,,
1514,4880,,,,,,
1515,4881,,,,,,
1516,4882,,,,,,
1517,4883,,,,,,
1518,4884,,,,,,
1519,4885,,,,,,
1520,4886,,,,,,
1521,4887,,,,,,
1522,4888,,,,,,
1523,4889,,,,,,
1524,4890,,,,,,
1525,4891,,,,,,
1526,4892,,,,,,
1527,4893,,,,,,
1528,4894,,,,,,
1529,4895,,,,,,
1530,4896,,,,,,
1531,4897,,,,,,
1532,4898,,,,,,
1533,4899,,,,,,
1534,4900,,,,,,
1535,4901,,,,,,
1536,4902,,,,,,
1537,4903,,,,,,
1538,4904,,,,,,
1539,4905,,,,,,
1540,4906,,,,,,
1541,4907,,,,,,
1542,4908,,,,,,
1543,4909,,,,,,
1544,4910,,,,,,
1545,4911,,,,,,
1546,4912,,,,,,
1547,4913,,,,,,
1548,4914,,,,,,
1549,4915,,,,,,
1550,4916,,,,,,
1551,4917,,,,,,
1552,4918,,,,,,
1553,4919,,,,,,
1554,4920,,,,,,
1555,4921,,,,,,
1556,4922,,,,,,
1557,4923,,,,,,
1558,4924,,,,,,
1559,4925,,,,,,
1560,4926,,,,,,
1561,4927,,,,,,
1562,4928,,,,,,
1563,4929,,,,,,
1564,4930,,,,,,
1565,4931,,,,,,
1566,4932,,,,,,
1567,4933,,,,,,
1568,4934,,,,,,
1569,4935,,,,,,
1570,4936,,,,,,
1571,4937,,,,,,
1572,4938,,,,,,
1573,4939,,,,,,
1574,4940,,,,,,
1575,4941,,,,,,
1576,4942,,,,,,
1577,4943,,,,,,
1578,4944,,,,,,
1579,4945,,,,,,
1580,4946,,,,,,
1581,4947,,,,,,
1582,4948,,,,,,
1583,4949,,,,,,
1584,4950,,,,,,
1585,4951,,,,,,
1586,4952,,,,,,
1587,4953,,,,,,
1588,4954,,,,,,
1589,4955,,,,,,
1590,4956,,,,,,
1591,4957,,,,,,
1592,4958,,,,,,
1593,4959,,,,,,
1594,4960,,,,,,
1595,4961,,,,,,
1596,4962,,,,,,
1597,4963,,,,,,
1598,4964,,,,,,
1599,4965,,,,,,
1600,4966,,,,,,
1601,4967,,,,,,
1602,4968,,,,,,
1603,4969,,,,,,
1604,4970,,,,,,
1605,4971,,,,,,
1606,4972,,,,,,
1607,4973,,,,,,
1608,4974,,,,,,
1609,4975,,,,,,
1610,4976,,,,,,
1611,4977,,,,,,
1612,4978,,,,,,
1613,4979,,,,,,
1614,4980,,,,,,
1615,4981,,,,,,
1616,4982,,,,,,
1617,4983,,,,,,
1618,4984,,,,,,
1619,4985,,,,,,
1620,4986,,,,,,
1621,4987,,,,,,
1622,4988,,,,,,
1623,4989,,,,,,
1624,4990,,,,,,
1625,4991,,,,,,
1626,4992,,,,,,
1627,4993,,,,,,
1628,4994,,,,,,
1629,4995,,,,,,
1630,4996,,,,,,
1631,4997,,,,,,
1632,4998,,,,,,
1633,4999,,,,,,
1634,5000,,,,,,
1635,5001,,,,,,
1636,5002,,,,,,
1637,5003,,,,,,
1638,5004,,,,,,
1639,5005,,,,,,
1640,5006,,,,,,
1641,5007,,,,,,
1642,5008,,,,,,
1643,5009,,,,,,
1644,5010,,,,,,
1645,5011,,,,,,
1646,5012,,,,,,
1647,5013,,,,,,
1648,5014,,,,,,
1649,5015,,,,,,
1650,5016,,,,,,
1651,5017,,,,,,
1652,5018,,,,,,
1653,5019,,,,,,
1654,5020,,,,,,
1655,5021,,,,,,
1656,5022,,,,,,
1657,5023,,,,,,
1658,5024,,,,,,
1659,5025,,,,,,
1660,5026,,,,,,
1661,5027,,,,,,
1662,5028,,,,,,
1663,5029,,,,,,
1664,5030,,,,,,
1665,5031,,,,,,
1666,5032,,,,,,
1667,5033,,,,,,
1668,5034,,,,,,
1669,5035,,,,,,
1670,5036,,,,,,
1671,5037,,,,,,
1672,5038,,,,,,
1673,5039,,,,,,
1674,5040,,,,,,
1675,5041,,,,,,
1676,5042,,,,,,
1677,5043,,,,,,
1678,5044,,,,,,
1679,5045,,,,,,
1680,5046,,,,,,
1681,5047,,,,,,
1682,5048,,,,,,
1683,5049,,,,,,
1684,5050,,,,,,
1685,5051,,,,,,
1686,5052,,,,,,
1687,5053,,,,,,
1688,5054,,,,,,
1689,5055,,,,,,
1690,5056,,,,,,
1691,5057,,,,,,
1692,5058,,,,,,
1693,5059,,,,,,
1694,5060,,,,,,
1695,5061,,,,,,
1696,5062,,,,,,
1697,5063,,,,,,
1698,5064,,,,,,
1699,5065,,,,,,
1700,5066,,,,,,
1701,5067,,,,,,
1702,5068,,,,,,
1703,5069,,,,,,
1704,5070,,,,,,
1705,5071,,,,,,
1706,5072,,,,,,
1707,5073,,,,,,
1708,5074,,,,,,
1709,5075,,,,,,
1710,5076,,,,,,
1711,5077,,,,,,
1712,5078,,,,,,
1713,5079,,,,,,
1714,5080,,,,,,
1715,5081,,,,,,
1716,5082,,,,,,
1717,5083,,,,,,
1718,5084,,,,,,
1719,5085,,,,,,
1720,5086,,,,,,
1721,5087,,,,,,
1722,5088,,,,,,
1723,5089,,,,,,
1724,5090,,,,,,
1725,5091,,,,,,
1726,5092,,,,,,
1727,5093,,,,,,
1728,5094,,,,,,
1729,5095,,,,,,
1730,5096,,,,,,
1731,5097,,,,,,
1732,5098,,,,,,
1733,5099,,,,,,
1734,5100,,,,,,
1735,5101,,,,,,
1736,5102,,,,,,
1737,5103,,,,,,
1738,5104,,,,,,
1739,5105,,,,,,
1740,5106,,,,,,
1741,5107,,,,,,
1742,5108,,,,,,
1743,5109,,,,,,
1744,5110,,,,,,
1745,5111,,,,,,
1746,5112,,,,,,
1747,5113,,,,,,
1748,5114,,,,,,
1749,5115,,,,,,
1750,5116,,,,,,
1751,5117,,,,,,
1752,5118,,,,,,
1753,5119,,,,,,
1754,5120,,,,,,
1755,5121,,,,,,
1756,5122,,,,,,
1757,5123,,,,,,
1758,5124,,,,,,
1759,5125,,,,,,
1760,5126,,,,,,
1761,5127,,,,,,
1762,5128,,,,,,
1763,5129,,,,,,
1764,5130,,,,,,
1765,5131,,,,,,
1766,5132,,,,,,
1767,5133,,,,,,
1768,5134,,,,,,
1769,5135,,,,,,
1770,5136,,,,,,
1771,5137,,,,,,
1772,5138,,,,,,
1773,5139,,,,,,
1774,5140,,,,,,
1775,5141,,,,,,
1776,5142,,,,,,
1777,5143,,,,,,
1778,5144,,,,,,
1779,5145,,,,,,
1780,5146,,,,,,
1781,5147,,,,,,
1782,5148,,,,,,
1783,5149,,,,,,
1784,5150,,,,,,
1785,5151,,,,,,
1786,5152,,,,,,
1787,5153,,,,,,
1788,5154,,,,,,
1789,5155,,,,,,
1790,5156,,,,,,
1791,5157,,,,,,
1792,5158,,,,,,
1793,5159,,,,,,
1794,5160,,,,,,
1795,5161,,,,,,
1796,5162,,,,,,
1797,5163,,,,,,
1798,5164,,,,,,
1799,5165,,,,,,
1800,5166,,,,,,
1801,5167,,,,,,
1802,5168,,,,,,
1803,5169,,,,,,
1804,5170,,,,,,
1805,5171,,,,,,
1806,5172,,,,,,
1807,5173,,,,,,
1808,5174,,,,,,
1809,5175,,,,,,
1810,5176,,,,,,
1811,5177,,,,,,
1812,5178,,,,,,
1813,5179,,,,,,
1814,5180,,,,,,
1815,5181,,,,,,
1816,5182,,,,,,
1817,5183,,,,,,
1818,5184,,,,,,
1819,5185,,,,,,
1820,5186,,,,,,
1821,5187,,,,,,
1822,5188,,,,,,
1823,5189,,,,,,
1824,5190,,,,,,
1825,5191,,,,,,
1826,5192,,,,,,
1827,5193,,,,,,
1828,5194,,,,,,
1829,5195,,,,,,
1830,5196,,,,,,
1831,5197,,,,,,
1832,5198,,,,,,
1833,5199,,,,,,
1834,5200,,,,,,
1835,5201,,,,,,
1836,5202,,,,,,
1837,5203,,,,,,
1838,5204,,,,,,
1839,5205,,,,,,
1840,5206,,,,,,
1841,5207,,,,,,
1842,5208,,,,,,
1843,5209,,,,,,
1844,5210,,,,,,
1845,5211,,,,,,
1846,5212,,,,,,
1847,5213,,,,,,
1848,5214,,,,,,
1849,5215,,,,,,
1850,5216,,,,,,
1851,5217,,,,,,
1852,5218,,,,,,
1853,5219,,,,,,
1854,5220,,,,,,
1855,5221,,,,,,
1856,5222,,,,,,
1857,5223,,,,,,
1858,5224,,,,,,
1859,5225,,,,,,
1860,5226,,,,,,
1861,5227,,,,,,
1862,5228,,,,,,
1863,5229,,,,,,
1864,5230,,,,,,
1865,5231,,,,,,
1866,5232,,,,,,
1867,5233,,,,,,
1868,5234,,,,,,
1869,5235,,,,,,
1870,5236,,,,,,
1871,5237,,,,,,
1872,5238,,,,,,
1873,5239,,,,,,
1874,5240,,,,,,
1875,5241,,,,,,
1876,5242,,,,,,
1877,5243,,,,,,
1878,5244,,,,,,
1879,5245,,,,,,
1880,5246,,,,,,
1881,5247,,,,,,
1882,5248,,,,,,
1883,5249,,,,,,
1884,5250,,,,,,
1885,5251,,,,,,
1886,5252,,,,,,
1887,5253,,,,,,
1888,5254,,,,,,
1889,5255,,,,,,
1890,5256,,,,,,
1891,5257,,,,,,
1892,5258,,,,,,
1893,5259,,,,,,
1894,5260,,,,,,
1895,5261,,,,,,
1896,5262,,,,,,
1897,5263,,,,,,
1898,5264,,,,,,
1899,5265,,,,,,
1900,5266,,,,,,
1901,5267,,,,,,
1902,5268,,,,,,
1903,5269,,,,,,
1904,5270,,,,,,
1905,5271,,,,,,
1906,5272,,,,,,
1907,5273,,,,,,
1908,5274,,,,,,
1909,5275,,,,,,
1910,5276,,,,,,
1911,5277,,,,,,
1912,5278,,,,,,
1913,5279,,,,,,
1914,5280,,,,,,
1915,5281,,,,,,
1916,5282,,,,,,
1917,5283,,,,,,
1918,5284,,,,,,
1919,5285,,,,,,
1920,5286,,,,,,
1921,5287,,,,,,
1922,5288,,,,,,
1923,5289,,,,,,
1924,5290,,,,,,
1925,5291,,,,,,
1926,5292,,,,,,
1927,5293,,,,,,
1928,5294,,,,,,
1929,5295,,,,,,
1930,5296,,,,,,
1931,5297,,,,,,
1932,5298,,,,,,
1933,5299,,,,,,
1934,5300,,,,,,
1935,5301,,,,,,
1936,5302,,,,,,
1937,5303,,,,,,
1938,5304,,,,,,
1939,5305,,,,,,
1940,5306,,,,,,
1941,5307,,,,,,
1942,5308,,,,,,
1943,5309,,,,,,
1944,5310,,,,,,
1945,5311,,,,,,
1946,5312,,,,,,
1947,5313,,,,,,
1948,5314,,,,,,
1949,5315,,,,,,
1950,5316,,,,,,
1951,5317,,,,,,
1952,5318,,,,,,
1953,5319,,,,,,
1954,5320,,,,,,
1955,5321,,,,,,
1956,5322,,,,,,
1957,5323,,,,,,
1958,5324,,,,,,
1959,5325,,,,,,
1960,5326,,,,,,
1961,5327,,,,,,
1962,5328,,,,,,
1963,5329,,,,,,
1964,5330,,,,,,
1965,5331,,,,,,
1966,5332,,,,,,
1967,5333,,,,,,
1968,5334,,,,,,
1969,5335,,,,,,
1970,5336,,,,,,
1971,5337,,,,,,
1972,5338,,,,,,
1973,5339,,,,,,
1974,5340,,,,,,
1975,5341,,,,,,
1976,5342,,,,,,
1977,5343,,,,,,
1978,5344,,,,,,
1979,5345,,,,,,
1980,5346,,,,,,
1981,5347,,,,,,
1982,5348,,,,,,
1983,5349,,,,,,
1984,5350,,,,,,
1985,5351,,,,,,
1986,5352,,,,,,
1987,5353,,,,,,
1988,5354,,,,,,
1989,5355,,,,,,
1990,5356,,,,,,
1991,5357,,,,,,
1992,5358,,,,,,
1993,5359,,,,,,
1994,5360,,,,,,
1995,5361,,,,,,
1996,5362,,,,,,
1997,5363,,,,,,
1998,5364,,,,,,
1999,5365,,,,,,
2000,5366,,,,,,
2001,5367,,,,,,
2002,5368,,,,,,
2003,5369,,,,,,
2004,5370,,,,,,
2005,5371,,,,,,
2006,5372,,,,,,
2007,5373,,,,,,
2008,5374,,,,,,
2009,5375,,,,,,
2010,5376,,,,,,
2011,5377,,,,,,
2012,5378,,,,,,
2013,5379,,,,,,
2014,5380,,,,,,
2015,5381,,,,,,
2016,5382,,,,,,
2017,5383,,,,,,
2018,5384,,,,,,
2019,5385,,,,,,
2020,5386,,,,,,
2021,5387,,,,,,
2022,5388,,,,,,
2023,5389,,,,,,
2024,5390,,,,,,
2025,5391,,,,,,
2026,5392,,,,,,
2027,5393,,,,,,
2028,5394,,,,,,
2029,5395,,,,,,
2030,5396,,,,,,
2031,5397,,,,,,
2032,5398,,,,,,
2033,5399,,,,,,
2034,5400,,,,,,
2035,5401,,,,,,
2036,5402,,,,,,
2037,5403,,,,,,
2038,5404,,,,,,
2039,5405,,,,,,
2040,5406,,,,,,
2041,5407,,,,,,
2042,5408,,,,,,
2043,5409,,,,,,
2044,5410,,,,,,
2045,5411,,,,,,
2046,5412,,,,,,
2047,5413,,,,,,
2048,5414,,,,,,
2049,5415,,,,,,
2050,5416,,,,,,
2051,5417,,,,,,
2052,5418,,,,,,
2053,5419,,,,,,
2054,5420,,,,,,
2055,5421,,,,,,
2056,5422,,,,,,
2057,5423,,,,,,
2058,5424,,,,,,
2059,5425,,,,,,
2060,5426,,,,,,
2061,5427,,,,,,
2062,5428,,,,,,
2063,5429,,,,,,
2064,5430,,,,,,
2065,5431,,,,,,
2066,5432,,,,,,
2067,5433,,,,,,
2068,5434,,,,,,
2069,5435,,,,,,
2070,5436,,,,,,
2071,5437,,,,,,
2072,5438,,,,,,
2073,5439,,,,,,
2074,5440,,,,,,
2075,5441,,,,,,
2076,5442,,,,,,
2077,5443,,,,,,
2078,5444,,,,,,
2079,5445,,,,,,
2080,5446,,,,,,
2081,5447,,,,,,
2082,5448,,,,,,
2083,5449,,,,,,
2084,5450,,,,,,
2085,5451,,,,,,
2086,5452,,,,,,
2087,5453,,,,,,
2088,5454,,,,,,
2089,5455,,,,,,
2090,5456,,,,,,
2091,5457,,,,,,
2092,5458,,,,,,
2093,5459,,,,,,
2094,5460,,,,,,
2095,5461,,,,,,
2096,5462,,,,,,
2097,5463,,,,,,
2098,5464,,,,,,
2099,5465,,,,,,
2100,5466,,,,,,
2101,5467,,,,,,
2102,5468,,,,,,
2103,5469,,,,,,
2104,5470,,,,,,
2105,5471,,,,,,
2106,5472,,,,,,
2107,5473,,,,,,
2108,5474,,,,,,
2109,5475,,,,,,
2110,5476,,,,,,
2111,5477,,,,,,
2112,5478,,,,,,
2113,5479,,,,,,
2114,5480,,,,,,
2115,5481,,,,,,
2116,5482,,,,,,
2117,5483,,,,,,
2118,5484,,,,,,
2119,5485,,,,,,
2120,5486,,,,,,
2121,5487,,,,,,
2122,5488,,,,,,
2123,5489,,,,,,
2124,5490,,,,,,
2125,5491,,,,,,
2126,5492,,,,,,
2127,5493,,,,,,
2128,5494,,,,,,
2129,5495,,,,,,
2130,5496,,,,,,
2131,5497,,,,,,
2132,5498,,,,,,
2133,5499,,,,,,
2134,5500,,,,,,
2135,5501,,,,,,
2136,5502,,,,,,
2137,5503,,,,,,
2138,5504,,,,,,
2139,5505,,,,,,
2140,5506,,,,,,
2141,5507,,,,,,
2142,5508,,,,,,
2143,5509,,,,,,
2144,5510,,,,,,
2145,5511,,,,,,
2146,5512,,,,,,
2147,5513,,,,,,
2148,5514,,,,,,
2149,5515,,,,,,
2150,5516,,,,,,
2151,5517,,,,,,
2152,5518,,,,,,
2153,5519,,,,,,
2154,5520,,,,,,
2155,5521,,,,,,
2156,5522,,,,,,
2157,5523,,,,,,
2158,5524,,,,,,
2159,5525,,,,,,
2160,5526,,,,,,
2161,5527,,,,,,
2162,5528,,,,,,
2163,5529,,,,,,
2164,5530,,,,,,
2165,5531,,,,,,
2166,5532,,,,,,
2167,5533,,,,,,
2168,5534,,,,,,
2169,5535,,,,,,
2170,5536,,,,,,
2171,5537,,,,,,
2172,5538,,,,,,
2173,5539,,,,,,
2174,5540,,,,,,
2175,5541,,,,,,
2176,5542,,,,,,
2177,5543,,,,,,
2178,5544,,,,,,
2179,5545,,,,,,
2180,5546,,,,,,
2181,5547,,,,,,
2182,5548,,,,,,
2183,5549,,,,,,
2184,5550,,,,,,
2185,5551,,,,,,
2186,5552,,,,,,
2187,5553,,,,,,
2188,5554,,,,,,
2189,5555,,,,,,
2190,5556,,,,,,
2191,5557,,,,,,
2192,5558,,,,,,
2193,5559,,,,,,
2194,5560,,,,,,
2195,5561,,,,,,
2196,5562,,,,,,
2197,5563,,,,,,
2198,5564,,,,,,
2199,5565,,,,,,
2200,5566,,,,,,
2201,5567,,,,,,
2202,5568,,,,,,
2203,5569,,,,,,
2204,5570,,,,,,
2205,5571,,,,,,
2206,5572,,,,,,
2207,5573,,,,,,
2208,5574,,,,,,
2209,5575,,,,,,
2210,5576,,,,,,
2211,5577,,,,,,
2212,5578,,,,,,
2213,5579,,,,,,
2214,5580,,,,,,
2215,5581,,,,,,
2216,5582,,,,,,
2217,5583,,,,,,
2218,5584,,,,,,
2219,5585,,,,,,
2220,5586,,,,,,
2221,5587,,,,,,
2222,5588,,,,,,
2223,5589,,,,,,
2224,5590,,,,,,
2225,5591,,,,,,
2226,5592,,,,,,
2227,5593,,,,,,
2228,5594,,,,,,
2229,5595,,,,,,
2230,5596,,,,,,
2231,5597,,,,,,
2232,5598,,,,,,
2233,5599,,,,,,
2234,5600,,,,,,
2235,5601,,,,,,
2236,5602,,,,,,
2237,5603,,,,,,
2238,5604,,,,,,
2239,5605,,,,,,
2240,5606,,,,,,
2241,5607,,,,,,
2242,5608,,,,,,
2243,5609,,,,,,
2244,5610,,,,,,
2245,5611,,,,,,
2246,5612,,,,,,
2247,5613,,,,,,
2248,5614,,,,,,
2249,5615,,,,,,
2250,5616,,,,,,
2251,5617,,,,,,
2252,5618,,,,,,
2253,5619,,,,,,
2254,5620,,,,,,
2255,5621,,,,,,
2256,5622,,,,,,
2257,5623,,,,,,
2258,5624,,,,,,
2259,5625,,,,,,
2260,5626,,,,,,
2261,5627,,,,,,
2262,5628,,,,,,
2263,5629,,,,,,
2264,5630,,,,,,
2265,5631,,,,,,
2266,5632,,,,,,
2267,5633,,,,,,
2268,5634,,,,,,
2269,5635,,,,,,
2270,5636,,,,,,
2271,5637,,,,,,
2272,5638,,,,,,
2273,5639,,,,,,
2274,5640,,,,,,
2275,5641,,,,,,
2276,5642,,,,,,
2277,5643,,,,,,
2278,5644,,,,,,
2279,5645,,,,,,
2280,5646,,,,,,
2281,5647,,,,,,
2282,5648,,,,,,
2283,5649,,,,,,
2284,5650,,,,,,
2285,5651,,,,,,
2286,5652,,,,,,
2287,5653,,,,,,
2288,5654,,,,,,
2289,5655,,,,,,
2290,5656,,,,,,
2291,5657,,,,,,
2292,5658,,,,,,
2293,5659,,,,,,
2294,5660,,,,,,
2295,5661,,,,,,
2296,5662,,,,,,
2297,5663,,,,,,
2298,5664,,,,,,
2299,5665,,,,,,
2300,5666,,,,,,
2301,5667,,,,,,
2302,5668,,,,,,
2303,5669,,,,,,
2304,5670,,,,,,
2305,5671,,,,,,
2306,5672,,,,,,
2307,5673,,,,,,
2308,5674,,,,,,
2309,5675,,,,,,
2310,5676,,,,,,
2311,5677,,,,,,
2312,5678,,,,,,
2313,5679,,,,,,
2314,5680,,,,,,
2315,5681,,,,,,
2316,5682,,,,,,
2317,5683,,,,,,
2318,5684,,,,,,
2319,5685,,,,,,
2320,5686,,,,,,
2321,5687,,,,,,
2322,5688,,,,,,
2323,5689,,,,,,
2324,5690,,,,,,
2325,5691,,,,,,
2326,5692,,,,,,
2327,5693,,,,,,
2328,5694,,,,,,
2329,5695,,,,,,
2330,5696,,,,,,
2331,5697,,,,,,
2332,5698,,,,,,
2333,5699,,,,,,
2334,5700,,,,,,
2335,5701,,,,,,
2336,5702,,,,,,
2337,5703,,,,,,
2338,5704,,,,,,
2339,5705,,,,,,
2340,5706,,,,,,
2341,5707,,,,,,
2342,5708,,,,,,
2343,5709,,,,,,
2344,5710,,,,,,
2345,5711,,,,,,
2346,5712,,,,,,
2347,5713,,,,,,
2348,5714,,,,,,
2349,5715,,,,,,
2350,5716,,,,,,
2351,5717,,,,,,
2352,5718,,,,,,
2353,5719,,,,,,
2354,5720,,,,,,
2355,5721,,,,,,
2356,5722,,,,,,
2357,5723,,,,,,
2358,5724,,,,,,
2359,5725,,,,,,
2360,5726,,,,,,
2361,5727,,,,,,
2362,5728,,,,,,
2363,5729,,,,,,
2364,5730,,,,,,
2365,5731,,,,,,
2366,5732,,,,,,
2367,5733,,,,,,
2368,5734,,,,,,
2369,5735,,,,,,
2370,5736,,,,,,
2371,5737,,,,,,
2372,5738,,,,,,
2373,5739,,,,,,
2374,5740,,,,,,
2375,5741,,,,,,
2376,5742,,,,,,
2377,5743,,,,,,
2378,5744,,,,,,
2379,5745,,,,,,
2380,5746,,,,,,
2381,5747,,,,,,
2382,5748,,,,,,
2383,5749,,,,,,
2384,5750,,,,,,
2385,5751,,,,,,
2386,5752,,,,,,
2387,5753,,,,,,
2388,5754,,,,,,
2389,5755,,,,,,
2390,5756,,,,,,
2391,5757,,,,,,
2392,5758,,,,,,
2393,5759,,,,,,
2394,5760,,,,,,
