,0
index,-1.2
UTC,-1.252963976486293
Latitude,-0.6844186585353933
Longitude,-0.695920604169852
Speed,1502.3802664488658
TimeStamp,-1.143560977715226
Date,0.0
Unknown,0.0
Label,0.0
